id,question,answer,alternate_questions,tags,source,source_section,status,owner,reviewer,last_reviewed,version,notes
KQ-065,"What must companies do at their net-zero target year to neutralize residual emissions under the Corporate Net-Zero Standard V2.0?","Neutralization of residual emissions. Intent: To ensure that a state of net-zero is achieved and maintained through the neutralization of all residual emissions using eligible and integrity-aligned carbon removals. Disclaimer: The SBTi will continue to review and update the criteria and recommendations in this section in line with scientific advancements. CNZS-C46. At the net-zero target year and thereafter, companies shall reduce their scope 1, scope 2, and scope 3 emissions to zero or residual levels, and neutralize all residual emissions using eligible carbon removals.","What is CNZS-C46?|How must residual emissions be neutralized under SBTi V2.0?|What carbon removals are eligible for neutralizing residual emissions?","CNZS-C46|residual emissions|neutralization|carbon removals|net-zero target year|scope 1|scope 2|scope 3|eligible carbon removals","SBTi Corporate Net-Zero Standard V2.0","CNZS-C46 Neutralization of Residual Emissions","draft","","","","2.0","Also see KQ-058: What are the post-2035 and net-zero target year obligations under the OER framework? | Also see KQ-026: What must companies do to set a net-zero target under the Corporate Net-Zero Standard V2.0?"
KQ-066,"What is the post-2035 mandatory ongoing emissions responsibility requirement under the Corporate Net-Zero Standard V2.0?","Post-2035 responsibility requirement. Intent: To signal future expectations for mandatory ongoing emissions responsibility from 2035 onwards, enabling companies to prepare and build capacity over time. Disclaimer: This illustrative requirement sets the intention for companies to gradually take responsibility for the impact of their ongoing emissions from 2035 onwards. As this requirement is expected to take effect from 2035, the criteria will be reviewed in the next major revision of the Corporate Net-Zero Standard (Version 3) to reflect the best available science at the time. The criterion CNZS-C45 states that from 2035, companies shall support eligible carbon removals equal to at least 1% of ongoing scope 1, scope 2, and scope 3 emissions, including a defined and increasing share of long-lived removals. This criterion CNZS-C45 applies to company category A and is optional for company category B.","What is CNZS-C45?|When does mandatory carbon removal support begin under SBTi?|What percentage of emissions must be covered by carbon removals from 2035?","CNZS-C45|post-2035|carbon removals|long-lived removals|scope 1|scope 2|scope 3|mandatory|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C45 Post-2035 Responsibility Requirement","draft","","","","2.0","Also see KQ-056: What are the three phases of the OER framework? | Also see KQ-058: What are the post-2035 and net-zero target year obligations under the OER framework? | Also see KQ-065: What must companies do at their net-zero target year to neutralize residual emissions?"
KQ-067,"What reporting and assurance obligations apply to companies participating in the OER recognition program under the Corporate Net-Zero Standard V2.0?","Optional OER recognition program: Accounting & reporting. Intent: To ensure that ongoing emissions responsibility is transparently accounted for and reported separately from inventory and target progress, enabling assessment of conformance with standard requirements. CNZS-C44. Companies taking part in the Ongoing Emissions Responsibility recognition program shall report information and obtain independent assurance to demonstrate conformance with their selected recognition level.","What is CNZS-C44?|Is assurance required for OER participation?|What must companies report to demonstrate OER conformance?","CNZS-C44|OER|reporting|independent assurance|conformance|recognition level|transparency","SBTi Corporate Net-Zero Standard V2.0","CNZS-C44 OER Accounting & Reporting / Assurance","draft","","","","2.0","Also see KQ-064: How must companies account for and report verified mitigation outcomes under the OER recognition program?"
KQ-068,"How does the Corporate Net-Zero Standard V2.0 define emissions-intensive activities (EIAs), what emissions boundaries apply, and why are they prioritized?","EMISSIONS-INTENSIVE ACTIVITIES. In accordance with the Science Based Targets initiative (SBTi) Corporate Net-Zero Standard, companies identify emissions-intensive activities (EIAs) within their value chains, quantify and report associated emissions, and assess progress against the relevant requirements to ensure these emissions sources are properly accounted for and mitigated. By prioritizing action on these activities, companies can focus their influence on the most significant drivers of global greenhouse gas (GHG) emissions and support systemic decarbonization toward a net-zero economy. Table A.1 defines the Scope 3 EIAs referenced throughout the Corporate Net-Zero Standard and identifies each activity using its corresponding NACE code classification. These activities have been selected because they represent sectors with significant emissions impact and are critical to the global net-zero transition. The list of EIAs may expand over time as SBTi sector guidance and pathways continue to develop. The emissions boundary for each activity is defined according to the nature of the activity to ensure consistent and comprehensive accounting of the most relevant lifecycle stages. Commodities (cradle-to-gate): EIAs in this category include lifecycle emissions from raw material extraction, upstream transport, and manufacturing processes (""cradle-to-gate""). These stages correspond to Modules A1 (raw material supply), A2 (transport), and A3 (manufacturing) as defined under EN 15804 and ISO 14025. This boundary captures upstream embedded emissions that would otherwise be excluded under narrower facility-level (""gate-to-gate"") assessments. Transport (well-to-wheel): EIAs for transport activities include the full lifecycle emissions of the energy carrier used. This includes ""well-to-tank"" emissions from extraction, refining, and distribution of the fuel or electricity, as well as direct emissions from vehicle operation. Together, these emissions are referred to as ""well-to-wheel."" Sold products (use phase): For sold products, EIAs focus on use-phase emissions. These include emissions from the combustion of sold fossil fuels, such as coal, oil, and gas, or from the electricity and fuel consumed by products during their operational life, such as vehicles or appliances.","What are emissions-intensive activities under SBTi?|What emissions boundaries apply to EIAs?|Why does SBTi prioritize emissions-intensive activities?","EIA|emissions-intensive activities|value chain|scope 3|NACE codes|cradle-to-gate|well-to-wheel|use phase|sold products|commodities|transport|decarbonization|lifecycle emissions","SBTi Corporate Net-Zero Standard V2.0","Annex A / Emissions-Intensive Activities","draft","","","","2.0","Also see KQ-015: What does the Corporate Net-Zero Standard require regarding the identification and quantification of emissions-intensive activities (EIAs) in the value chain?"
KQ-069,"What must companies report when they have not quantified emissions from emissions-intensive activities (EIAs)?","Where companies have not quantified EIA emissions, they are required to report which EIAs have not been quantified and submit an explanation as per C6.2.","What happens if a company cannot quantify EIA emissions?|Is disclosure required for unquantified EIAs?|What is the C6.2 requirement for unquantified EIAs?","EIA|unquantified emissions|C6.2|reporting|disclosure|value chain|scope 3","SBTi Corporate Net-Zero Standard V2.0","CNZS-C6.2 Unquantified EIA Reporting","draft","","","","2.0","Also see KQ-015: What does the Corporate Net-Zero Standard require regarding the identification and quantification of EIAs? | Also see KQ-068: How does the Corporate Net-Zero Standard V2.0 define EIAs, what emissions boundaries apply, and why are they prioritized?"
KQ-070,"What are the Scope 3 emissions-intensive activities (EIAs) recognized under the Corporate Net-Zero Standard V2.0, categorized by group (commodities, transport, or sold products) and NACE code?","List of scope 3 EIAs, categorized by EIA Group (commodities, transport, or sold products). Note: The list of EIAs is expected to expand over time to reflect ongoing development of SBTi sector resources and pathways. NACE code.","What EIAs are listed in Table A.1?|Which sectors are classified as emissions-intensive activities under SBTi?|What NACE codes correspond to SBTi EIAs?","EIA|scope 3|commodities|transport|sold products|NACE codes|Table A.1|sector classification","SBTi Corporate Net-Zero Standard V2.0","Annex A / Table A.1 Scope 3 EIA List","draft","","","","2.0","Also see KQ-068: How does the Corporate Net-Zero Standard V2.0 define EIAs, what emissions boundaries apply, and why are they prioritized? | Also see KQ-015: What does the Corporate Net-Zero Standard require regarding the identification and quantification of EIAs?"
KQ-071,"What does ""best-efforts basis"" mean under the Corporate Net-Zero Standard V2.0 and what does it require of companies?","A best-efforts basis reflects a level of effort demonstrated through the implementation of all actions within a company's control or influence that are necessary and appropriate to implement its targets, including the identification, reporting, and active management of material dependencies and associated risks. Best efforts, real barriers. We have made an explicit choice to recognize that companies do not control everything. Pretending otherwise does not serve anyone. The updated Standard is built on a best-efforts framework. The expectation is clear: companies should set science-based targets, support those targets with reasonable implementation plans, and use every lever within their control. Companies should also be transparent about where real barriers have limited what was possible. They should show what they are doing to address those barriers over time. Companies that take this approach can continue to make progress toward net-zero within the SBTi framework.","What is a best-efforts framework under SBTi?|What happens if a company faces barriers to implementing its targets?|How does SBTi treat companies that cannot fully meet their targets?","best-efforts|barriers|control|influence|implementation|dependencies|risks|transparency|net-zero|science-based targets","SBTi Corporate Net-Zero Standard V2.0","Best-Efforts Framework","draft","","","","2.0","Also see KQ-051: Under what conditions may companies proceed to set new targets after a progress assessment?"
KQ-072,"How does the Corporate Net-Zero Standard V2.0 clarify the role of market instruments in driving decarbonization beyond the direct supply chain?","We have clarified the role of market instruments in driving decarbonization beyond the direct supply chain. Where companies have genuinely exhausted the levers available within their operations and value chains, the updated Standard introduces an implementation hierarchy that enables broader shared-system actions and, where appropriate, sector-level actions. These actions may be supported by market instruments, including energy and commodity certificates based on different chain-of-custody models, such as mass balance and book-and-claim. Their use is subject to the guardrails set out in the Standard. This allows companies to meet targets while supporting market development and helping pull through the technologies that will be critical in the next phase of the net-zero transition.","When can companies use market instruments under SBTi V2.0?|What guardrails apply to market instruments under the Corporate Net-Zero Standard?|What chain-of-custody models are permitted under SBTi V2.0?","market instruments|implementation hierarchy|shared-system actions|sector-level actions|energy certificates|commodity certificates|mass balance|book-and-claim|guardrails|decarbonization|value chain","SBTi Corporate Net-Zero Standard V2.0","Catalyzing Market Development / Market Instruments","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0? | Also see KQ-031: How does the Corporate Net-Zero Standard V2.0 address emissions from shared systems such as activity pools?"
KQ-073,"How does the Corporate Net-Zero Standard V2.0 recognize companies that go beyond managing their own transition to actively support system-level decarbonization?","We also want to recognize companies that go further: not only those managing their own transition, but also those actively working to change the systems that make decarbonization difficult for everyone. The voluntary Ongoing Emissions Responsibility program is designed for those organizations. It complements companies' own emissions reductions; it does not substitute for them. Companies willing to support carbon finance, which is necessary to achieve international climate objectives, deserve to be recognized for doing so. This Standard now provides that recognition.","Does SBTi recognize carbon finance contributions?|Is the OER program a substitute for emissions reductions?|How does SBTi support companies that go beyond their own value chain?","OER|Ongoing Emissions Responsibility|carbon finance|system-level decarbonization|recognition|voluntary|international climate objectives|emissions reductions","SBTi Corporate Net-Zero Standard V2.0","Catalyzing Market Development / OER Recognition","draft","","","","2.0","Also see KQ-055: Where and how will a company's voluntary OER recognition program be recognized? | Also see KQ-072: How does the Corporate Net-Zero Standard V2.0 clarify the role of market instruments in driving decarbonization beyond the direct supply chain?"
KQ-074,"What are the three target-setting options for Scope 1 near-term targets under the Corporate Net-Zero Standard V2.0 and how do they work?","Scope 1 target setting. This aims to transition companies to net-zero scope 1 emissions by 2050 or sooner. There are three options for companies to choose from when setting near-term targets is absolute emissions reduction, which is a straight-line emissions trajectory from the target base year to the net-zero year. There are three options for companies to choose from when setting near-term targets is emissions intensity reduction, where companies may choose to follow sector emissions-intensity pathways designed to reflect sector-specific emissions reduction opportunities (e.g., for steel, cement, or chemicals). There are three options for companies to choose from when setting near-term targets is asset transition, which is for companies whose capital stock turnover does not follow a linear or sector pathway, where companies design their transition plan to operate existing assets efficiently and replace them with low-carbon assets, using predetermined milestones (e.g., timelines to phase out investment in new greenhouse gas (GHG)–emitting assets and operation of existing assets) and/or a carbon budget derived from (a) science-based pathway(s); this approach will entail setting a quantitative target, namely, the emissions reduction for the target cycle, defined within the transition plan, and the SBTi does not expect companies to publish detailed investment plans, given commercial sensitivity. All three approaches work toward a net-zero year of 2050 at the latest. Companies may choose to set a long-term scope 1 target for 2050 or earlier. Where a near-term emissions intensity or asset transition target is set, companies are required to set a long-term target.","What is absolute emissions reduction under SBTi scope 1?|What is the asset transition approach for scope 1 targets?|When must companies set a long-term scope 1 target?","scope 1|near-term targets|absolute emissions reduction|emissions intensity reduction|asset transition|capital stock|carbon budget|net-zero|2050|long-term targets|sector pathways","SBTi Corporate Net-Zero Standard V2.0","Scope 1 Target Setting / Three Options","draft","","","","2.0","Also see KQ-019: What does the Corporate Net-Zero Standard require for Scope 1 target setting? | Also see KQ-020: What are the long-term Scope 1 target requirements?"
KQ-075,"What are the target-setting options, procurement rules, and matching requirements for Scope 2 emissions under the Corporate Net-Zero Standard V2.0?","Scope 2 target setting. The target-setting options for scope 2 emissions support the transition toward low-carbon electricity use over time. Low-carbon electricity may include renewable and nuclear energy, as well as electricity generation fitted with carbon capture and storage. Companies may choose to set targets based on emissions reductions and/or increases in the share of low-carbon electricity, including optional long-term targets to reach 100% low-carbon electricity or residual levels of scope 2 emissions. Targets can be implemented either through investment in low-carbon power generation or contracts (e.g., power purchase agreements, contracts for difference, renewable energy certificates). Contracts for plants up to 15 years of age are allowed, to align with other frameworks and match project business cases or finance periods; power purchase agreements can be longer where these are for plants less than 36 months into operation. Existing contracts will be grandfathered for the duration of the contract, meaning they will not need to meet new requirements. There are conditions about procurement being in the same system as consumption, defined on the basis of deliverability regions. One exception to this is where a company can show it has transmission interconnection rights to a neighboring deliverability region. Similarly, when it is more practical to aggregate load across regions and sign a single long-term contract, companies may do so. Where structural barriers exist, such as insufficient supply of low-carbon electricity relative to demand, companies may take sector-level actions (e.g., purchasing from other systems). Hourly matching of power contracts with consumption is generally preferable to annual matching, as it can support more effective price signals for load shifting and investment in low-carbon generation and storage, and better align electricity demand with low-carbon supply. To improve transparency as practices develop, companies with significant electricity use are required to report the share of electricity consumption matched with low-carbon electricity on an hourly basis. Companies demonstrating leadership in this area may seek SBTi recognition for achieving certain levels of hourly matching.","What counts as low-carbon electricity under SBTi V2.0?|Can companies use power purchase agreements for scope 2 targets?|What are the deliverability region rules for scope 2 procurement?","scope 2|low-carbon electricity|renewable energy|nuclear|carbon capture|power purchase agreements|contracts for difference|renewable energy certificates|deliverability regions|hourly matching|annual matching|grandfathering|structural barriers|sector-level actions","SBTi Corporate Net-Zero Standard V2.0","Scope 2 Target Setting / Options and Procurement Rules","draft","","","","2.0","Also see KQ-021: What does the Corporate Net-Zero Standard require for Scope 2 target setting? | Also see KQ-033: What are the geographic and temporal matching requirements for Scope 2 electricity? | Also see KQ-034: What does the Corporate Net-Zero Standard V2.0 require and offer regarding hourly matching of Scope 2 electricity consumption?"
KQ-076,"What exclusions are permitted when setting Scope 3 near-term targets under the Corporate Net-Zero Standard V2.0?","Scope 3 target setting. The intention is to transition companies to net-zero by 2050 or sooner for their scope 3 emissions. Companies may choose to make limited, justified exclusions from their near-term targets to focus on the most material emissions sources in their value chain and areas where they have influence. Examples of these exclusions include any categories that individually account for less than 5% of total scope 3 emissions. Examples of these exclusions include Category 3 (fuel- and energy-related activities), provided these emissions are mitigated through energy consumption reductions under scope 1 or scope 2 targets.","Can companies exclude scope 3 categories from their targets?|What is the 5% exclusion rule for scope 3 targets?|Can Category 3 emissions be excluded from scope 3 targets?","scope 3|exclusions|near-term targets|material emissions|value chain|5% threshold|Category 3|fuel and energy-related activities|scope 1|scope 2","SBTi Corporate Net-Zero Standard V2.0","Scope 3 Target Setting / Permitted Exclusions","draft","","","","2.0","Also see KQ-023: What does the Corporate Net-Zero Standard require for Scope 3 near-term target boundary and coverage? | Also see KQ-024: What are the eligible target-setting options for Scope 3 near-term targets?"
